ID,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411CV3C,O,"corin.L, corin.S",CORIN,"corin, serine peptidase",Post-translational modification
ENOG411CV3D,E,"slc38a4.L, slc38a2.S, slc38a3.L, slc38a2.L, slc38a4.S, slc38a3.S","SLC38A4, SLC38A2, SLC38A3",Solute carrier family 38 member,Amino Acid metabolis and transport
ENOG411CV3G,T,"sgsm1.L, sgsm2.S, sgsm2.L, sgsm1.S","SGSM1, SGSM2",Small G protein signaling modulator,Signal Transduction
ENOG411CV3H,S,NA,ASB1,ankyrin repeat and SOCS box containing 1,Function Unknown
ENOG411CV3I,Q,loc101730309.L,CYP17A1,"Cytochrome P450, family 17, subfamily A, polypeptide 1",Secondary Structure
ENOG411CV3J,S,unc79.L,UNC79,unc-79 homolog (C. elegans),Function Unknown
ENOG411CV3M,O,rnf31.S,"RNF31, NA",ring finger protein 31,Post-translational modification
ENOG411CV3N,S,zmynd19.L,ZMYND19,"zinc finger, MYND-type containing 19",Function Unknown
ENOG411CV3P,G,"xylt2.S, xylt1.L, xylt1.S, xylt2.L","XYLT1, XYLT2",xylosyltransferase,Carbohydrate metabolism and transport
ENOG411CV3Q,O,uba3.L,UBA3,Ubiquitin-like modifier activating enzyme 3,Post-translational modification
ENOG411CV3R,TW,"Xelaev18016644m.g, Xelaev18019728m.g, Xelaev18001750m.g",PKP2,Plakophilin 2,NA
ENOG411CV3S,S,"fam151a.L, fam151a.S",FAM151A,"family with sequence similarity 151, member A",Function Unknown
ENOG411CV3T,S,"pebp4.L, pebp4.S",PEBP4,Phosphatidylethanolamine-binding protein 4,Function Unknown
ENOG411CV3U,S,NA,ARMT1,Chromosome 6 open reading frame 211,Function Unknown
ENOG411CV3V,L,dnase2b.S,DNASE2B,Deoxyribonuclease II beta,Replication and repair
ENOG411CV3W,E,"loc100495877.S, loc100495712.S, loc100495712.L, Xetrov90016969m.L",SLC7A13,"solute carrier family 7 (anionic amino acid transporter), member 13",Amino Acid metabolis and transport
ENOG411CV3X,O,fignl1.L,FIGNL1,Fidgetin-like 1,Post-translational modification
ENOG411CV3Y,S,ccdc39.L,CCDC39,coiled-coil domain containing 39,Function Unknown
ENOG411CV3Z,T,lrriq1.L,LRRIQ1,leucine-rich repeats and IQ motif containing 1,Signal Transduction
ENOG411CV40,S,"loc100127586.S, loc100127586.L",CEP126,kiaa1377,Function Unknown
ENOG411CV42,T,NA,CDK10,cyclin-dependent kinase 10,Signal Transduction
ENOG411CV43,Q,"tbxas1.L, Xelaev18002508m.g, Xelaev18019837m.g",TBXAS1,thromboxane A synthase 1 (platelet,Secondary Structure
ENOG411CV44,T,tmbim1.L,TMBIM1,Transmembrane BAX inhibitor motif containing 1,Signal Transduction
ENOG411CV46,T,ptprq.S,PTPRQ,"protein tyrosine phosphatase, receptor type, Q",Signal Transduction
ENOG411CV47,O,"rnf149.S, rnf150.S, rnf150.L","RNF150, RNF149",Ring finger protein,Post-translational modification
ENOG411CV48,O,"psmd4.L, psmd4.S",PSMD4,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 4",Post-translational modification
ENOG411CV49,W,"lta.S, lta.L",LTA,"lymphotoxin alpha (TNF superfamily, member 1)",NA
ENOG411CV4A,U,rab24.S,RAB24,"RAB24, member RAS oncogene family",Intracellular trafficing and secretion
ENOG411CV4B,Q,"dcxr.L, MGC79752.L",DCXR,dicarbonyl L-xylulose reductase,Secondary Structure
ENOG411CV4C,F,"ppat.L, ppat.S",PPAT,Phosphoribosyl pyrophosphate amidotransferase,Nucleotide metabolism and transport
ENOG411CV4D,S,cep70.L,CEP70,Centrosomal protein 70kDa,Function Unknown
ENOG411CV4G,S,nudcd1.S,NUDCD1,NudC domain containing 1,Function Unknown
ENOG411CV4H,S,oaf.L,OAF,OAF homolog (Drosophila),Function Unknown
ENOG411CV4I,G,slc35b4.L,SLC35B4,Solute carrier family 35 member B4,Carbohydrate metabolism and transport
ENOG411CV4J,S,"fbxo34.L, fbxo34.S",FBXO34,F-box protein 34,Function Unknown
ENOG411CV4K,S,nif3l1.S,NIF3L1,NIF3 NGG1 interacting factor 3-like 1 (S. cerevisiae),Function Unknown
ENOG411CV4N,P,"car1_predicted.L, ca3.L, ca13.L, ca13.S","CA3, CA2, CA13",carbonic anhydrase,Inorganic ion transport and metabolism
ENOG411CV4P,J,NA,RPL4,Ribosomal protein L4,Tranlsation
ENOG411CV4Q,S,"prrt1.L, prrt1.S",PRRT1,proline-rich transmembrane protein 1,Function Unknown
ENOG411CV4R,S,"jade3.S, jade1.L, jade1.S, jade2.L, jade3.L","JADE1, JADE2, JADE3",PHD finger protein,Function Unknown
ENOG411CV4S,T,"cd34.L, cd34.S",CD34,CD34 molecule,Signal Transduction
ENOG411CV4T,T,NA,DRG1,developmentally regulated GTP binding protein 1,Signal Transduction
ENOG411CV4U,T,"vasn.L, vasn.S",VASN,LRRCT,Signal Transduction
ENOG411CV4V,J,cmss1.L,CMSS1,cms1 ribosomal small subunit homolog (yeast),Tranlsation
ENOG411CV4W,O,"ube2ql1.S, ube2ql1.L",UBE2QL1,ubiquitin-conjugating enzyme E2Q family-like 1,Post-translational modification
ENOG411CV4X,O,"pja2.L, pja2.S","PJA2, PJA1","praja ring finger 2, E3 ubiquitin protein ligase",Post-translational modification
ENOG411CV4Z,S,"vezt.S, vezt.L",VEZT,"Vezatin, adherens junctions transmembrane protein",Function Unknown
ENOG411CV50,G,lctl.L,LCTL,Lactase-like,Carbohydrate metabolism and transport
ENOG411CV51,S,"zdhhc21.S, zdhhc21.L",ZDHHC21,"zinc finger, DHHC-type containing 21",Function Unknown
ENOG411CV52,S,cep295.S,CEP295,kiaa1731,Function Unknown
ENOG411CV54,K,"nfkbiz.S, nfkbiz.L",NFKBIZ,"Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta",Transcription
ENOG411CV55,S,"nusap1.S, nusap1.L",NUSAP1,nucleolar and spindle associated protein 1,Function Unknown
ENOG411CV56,K,pibf1.S,PIBF1,progesterone immunomodulatory binding factor 1,Transcription
ENOG411CV57,O,"trip12.L, trip12.S",TRIP12,thyroid hormone receptor interactor 12,Post-translational modification
ENOG411CV58,B,"setdb1.S, setdb1.L",SETDB1,SET domain bifurcated 1,Chromatin Structure and dynamics
ENOG411CV59,P,"Xetrov90008162m.S, Xetrov90008162m.L",NA,Potassium voltage-gated channel,Inorganic ion transport and metabolism
ENOG411CV5A,K,asxl2.S,ASXL2,additional sex combs like 2 (Drosophila),Transcription
ENOG411CV5B,T,"htr1a.L, htr1a.S",HTR1A,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",Signal Transduction
ENOG411CV5C,K,"elf3.S, elf3.L",ELF3,"E74-like factor 3 (ets domain transcription factor, epithelial-specific )",Transcription
ENOG411CV5D,K,NA,CTDSPL2,"CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2",Transcription
ENOG411CV5E,S,ccdc40.S,CCDC40,coiled-coil domain containing 40,Function Unknown
ENOG411CV5F,W,"alb-like.2.L, alb-like.1.S, loc101732409.L","AFM, AFP, ALB","Serum albumin, the main protein of plasma, has a good binding capacity for water, Ca(2 ), Na( ), K( ), fatty acids, hormones, bilirubin and drugs. Its main function is the regulation of the colloidal osmotic pressure of blood. Major zinc transporter in plasma, typically binds about 80 of all plasma zinc",NA
ENOG411CV5G,K,"mycl.L, mycl.S","MYCL, MYCLP1","V-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (Avian)",Transcription
ENOG411CV5H,L,rtel1.L,RTEL1,regulator of telomere elongation helicase 1,Replication and repair
ENOG411CV5J,C,adhfe1.S,"NA, ADHFE1","Alcohol dehydrogenase, iron containing, 1",Energy production and conversion
ENOG411CV5M,Q,"hal.1.L, hal.S",HAL,histidine ammonia-lyase,Secondary Structure
ENOG411CV5N,T,"gpr84.S, gpr84.L",GPR84,G protein-coupled receptor 84,Signal Transduction
ENOG411CV5P,O,"mgea5.L, mgea5.S",OGA,Meningioma expressed antigen 5 (Hyaluronidase),Post-translational modification
ENOG411CV5Q,O,"adamts6.S, adamts6.L",ADAMTS6,"ADAM metallopeptidase with thrombospondin type 1 motif, 6",Post-translational modification
ENOG411CV5S,S,fam114a1.L,FAM114A1,"Family with sequence similarity 114, member A1",Function Unknown
ENOG411CV5T,S,xkr8.S,XKR8,"XK, Kell blood group complex subunit-related family, member 8",Function Unknown
ENOG411CV5W,O,txndc16.L,TXNDC16,Thioredoxin domain containing 16,Post-translational modification
ENOG411CV5X,S,"nipal1.L, nipa2.L, nipa2.S, nipal1.S","NIPA2, NIPAL1",Non imprinted in Prader-Willi Angelman syndrome 2,Function Unknown
ENOG411CV5Y,K,"meaf6.L, meaf6.S",MEAF6,MYST Esa1-associated factor 6,Transcription
ENOG411CV5Z,S,tmem97.L,TMEM97,Transmembrane protein 97,Function Unknown
ENOG411CV60,O,psmb2.S,PSMB2,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity",Post-translational modification
ENOG411CV61,S,"ankrd46.S, ankrd46.L",ANKRD46,Ankyrin repeat domain 46,Function Unknown
ENOG411CV62,B,kat7.S,KAT7,K(lysine) acetyltransferase 7,Chromatin Structure and dynamics
ENOG411CV63,S,rbm18.S,RBM18,RNA binding motif protein 18,Function Unknown
ENOG411CV65,S,"tmem130.S, tmem130.L",TMEM130,Transmembrane protein 130,Function Unknown
ENOG411CV66,D,rptor.L,RPTOR,"regulatory associated protein of MTOR, complex 1",Cell cycle control and mitosis
ENOG411CV67,J,"eif4e-like.1.L, eif4e.S, eif4e-like.1.S",EIF4E,eukaryotic translation initiation factor 4E,Tranlsation
ENOG411CV68,T,cdc42ep1.L,CDC42EP1,CDC42 effector protein (Rho GTPase binding) 1,Signal Transduction
ENOG411CV69,K,"srcap.S, ep400.L, srcap.L, loc100145162.L, loc100145162.S","EP400, SRCAP, NA",Snf2-related CREBBP activator protein,Transcription
ENOG411CV6A,G,"carkd.S, carkd.L",NAXD,"Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration (By similarity)",Carbohydrate metabolism and transport
ENOG411CV6B,O,"rnf128.S, Xelaev18038865m.g","RNF128, RNF133","ring finger protein 128, E3 ubiquitin protein ligase",Post-translational modification
ENOG411CV6D,O,"crybb3.S, crybb2.L, crybb3.L","CRYBB3, CRYBB2","crystallin, beta",Post-translational modification
ENOG411CV6E,G,khk.S,KHK,ketohexokinase (fructokinase),Carbohydrate metabolism and transport
ENOG411CV6G,A,sf3b1.L,SF3B1,"splicing factor 3b, subunit 1, 155kDa",RNA processing and modification
ENOG411CV6H,S,ccdc112.L,CCDC112,Coiled-coil domain containing 112,Function Unknown
ENOG411CV6I,A,"vps72.S, vps72.L",VPS72,vacuolar protein sorting 72 homolog (S. cerevisiae),RNA processing and modification
ENOG411CV6J,L,"Xelaev18030295m.g, Xelaev18028403m.g, loc100492187.L","DNMT3A, DNMT3B",DNA (cytosine-5-)-methyltransferase 3,Replication and repair
ENOG411CV6K,J,rpl8.L,RPL8,ribosomal protein L8,Tranlsation
ENOG411CV6N,T,"ptgir.L, ptgir.S",PTGIR,Prostaglandin I2 (Prostacyclin) receptor (IP),Signal Transduction
ENOG411CV6P,U,"vapa.L, vapa.S",VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",Intracellular trafficing and secretion
ENOG411CV6Q,S,mtmr9.S,MTMR9,Myotubularin related protein 9,Function Unknown
ENOG411CV6R,S,ttc26.L,TTC26,tetratricopeptide repeat domain 26,Function Unknown
ENOG411CV6T,K,"etv6.L, etv6.S",ETV6,Ets variant 6,Transcription
ENOG411CV6U,S,ccdc135.L,DRC7,Coiled-coil domain containing 135,Function Unknown
ENOG411CV6V,S,cep55-like.L,CEP55,centrosomal protein 55kDa,Function Unknown
ENOG411CV6Y,E,ido1.L,"IDO2, IDO1","indoleamine 2,3-dioxygenase",Amino Acid metabolis and transport
ENOG411CV6Z,T,"gpr160.L, gpr160.S",GPR160,G protein-coupled receptor 160,Signal Transduction
ENOG411CV70,G,gba.L,GBA,"Glucosidase, beta, acid",Carbohydrate metabolism and transport
ENOG411CV71,U,"pcdh12.L, pcdh12.S",PCDH12,protocadherin 12,Intracellular trafficing and secretion
ENOG411CV72,S,"kank4.S, kank4.L",KANK4,KN motif and ankyrin repeat domains 4,Function Unknown
ENOG411CV73,J,NA,MRPL12,Mitochondrial ribosomal protein L12,Tranlsation
ENOG411CV75,K,"ankrd2.S, ankrd2.L",ANKRD2,Ankyrin repeat domain 2 (Stretch responsive muscle),Transcription
ENOG411CV76,C,NA,NDUFA9,NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex,Energy production and conversion
ENOG411CV77,G,"g6pc-like.1.S, g6pc.S","G6PC2, G6PC","glucose-6-phosphatase, catalytic",Carbohydrate metabolism and transport
ENOG411CV79,T,"gria1-like.1.L, gria1-like.1.S",GRIA1,"glutamate receptor, ionotropic, AMPA 1",Signal Transduction
ENOG411CV7A,U,cog2.S,COG2,Component of oligomeric golgi complex 2,Intracellular trafficing and secretion
ENOG411CV7B,S,MGC69088.L,NAAA,N-acylethanolamine acid amidase,Function Unknown
ENOG411CV7C,T,"nf1.S, nf1.L",NF1,Neurofibromin 1,Signal Transduction
ENOG411CV7D,Z,"parvg.L, parvg.S",PARVG,"Parvin, gamma",Cytoskeleton
ENOG411CV7E,A,"luc7l3.L, Xelaev18011508m.g",LUC7L3,LUC7-like 3 (S. cerevisiae),RNA processing and modification
ENOG411CV7F,T,"rapgef5.S, rapgef5.L",RAPGEF5,Rap guanine nucleotide exchange factor (GEF) 5,Signal Transduction
ENOG411CV7G,T,"lrfn2.S, lrfn2.L",LRFN2,Leucine rich repeat and fibronectin type III domain containing 2,Signal Transduction
ENOG411CV7J,DZ,NA,RPGR,retinitis pigmentosa GTPase regulator,NA
ENOG411CV7K,K,None,"ZNF805, ZNF264, ZNF543",Zinc finger protein,Transcription
ENOG411CV7N,Q,"hsd17b11.S, hsd17b11.L, hsd17b13.L","HSD17B13, HSD17B11",hydroxysteroid (17-beta) dehydrogenase,Secondary Structure
ENOG411CV7Q,K,hoxa2.S,HOXA2,Homeobox A2,Transcription
ENOG411CV7R,S,"loc100487796-like.L, loc100487796-like.S, Xelaev18038236m.g",SAPCD2,suppressor APC domain containing 2,Function Unknown
ENOG411CV7T,T,NA,TMBIM6,transmembrane BAX inhibitor motif containing 6,Signal Transduction
ENOG411CV7U,T,loc101731305.L,NA,"Glutamate receptor, ionotropic, delta",Signal Transduction
ENOG411CV7W,S,"lrrfip1.L, lrrfip2.L",LRRFIP2,leucine rich repeat (in FLII) interacting protein,Function Unknown
ENOG411CV7X,T,"cdkal1.L, cdkal1.S",CDKAL1,CDK5 regulatory subunit associated protein 1-like 1,Signal Transduction
ENOG411CV7Y,G,"sv2b-like.S, sv2c.S, sv2c.L, sv2b-like.L","SV2C, SV2A, SV2B",synaptic vesicle glycoprotein,Carbohydrate metabolism and transport
ENOG411CV7Z,C,NA,HADH,hydroxyacyl-CoA dehydrogenase,Energy production and conversion
ENOG411CV80,K,"ctdp1.S, ctdp1.L",CTDP1,"CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1",Transcription
ENOG411CV81,G,"lct.L, lct.2.L",LCT,lactase-phlorizin,Carbohydrate metabolism and transport
ENOG411CV82,K,"sertad2.L, sertad2.S",SERTAD2,SERTA domain containing 2,Transcription
ENOG411CV83,O,"lysmd2.L, lysmd2.S",LYSMD2,"peptidoglycan-binding, domain containing 2",Post-translational modification
ENOG411CV84,S,"loc100489750.L, loc100487769-like.L, Xelaev18042686m.g, Xelaev18040323m.g, Xelaev18042687m.g, Xelaev18042706m.g, crp.1.L, Xelaev18040190m.g, loc100135384.L, Xelaev18042707m.g, Xelaev18040189m.g, Xelaev18042685m.g, Xelaev18040322m.g, loc496737.L, loc100135384.S, loc100145348.S, loc100489659.L, MGC86526.S, MGC107876.L, loc101730495.S, loc101730495.L, crp.4.L, Xelaev18042688m.g, Xelaev18040329m.g","APCS, MPTX1","amyloid P component, serum",Function Unknown
ENOG411CV85,L,NA,POLB,"polymerase (DNA directed), beta",Replication and repair
ENOG411CV86,K,znf277.L,ZNF277,zinc finger protein 277,Transcription
ENOG411CV87,S,"kctd4.L, kctd4.S",KCTD4,potassium channel tetramerisation domain containing 4,Function Unknown
ENOG411CV88,T,"prtg.S, igdcc4.L, igdcc4.S, prtg.L","IGDCC4, PRTG",immunoglobulin superfamily DCC subclass member 4,Signal Transduction
ENOG411CV89,O,atpaf1.S,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,Post-translational modification
ENOG411CV8A,G,tyrp1.S,TYRP1,Tyrosinase-related protein 1,Carbohydrate metabolism and transport
ENOG411CV8B,Z,"smtn.S, smtn.L",SMTN,smoothelin,Cytoskeleton
ENOG411CV8C,K,"thoc2.L, thoc2.S",THOC2,Tho complex 2,Transcription
ENOG411CV8D,A,snrnp25.S,SNRNP25,Small nuclear ribonucleoprotein 25kDa (U11 U12),RNA processing and modification
ENOG411CV8E,P,kcnk6.L,KCNK6,"Potassium channel, subfamily K, member 6",Inorganic ion transport and metabolism
ENOG411CV8F,G,"slc35e4-like.L, slc35e4-like.S",SLC35E4,solute carrier family 35 member E4,Carbohydrate metabolism and transport
ENOG411CV8H,S,"kiaa1024.S, kiaa1024.L",MINAR1,kiaa1024,Function Unknown
ENOG411CV8J,U,"lhfp.S, lhfpl1.L, lhfp.L","LHFPL6, LHFPL1",Lipoma HMGIC fusion,Intracellular trafficing and secretion
ENOG411CV8N,K,"fezf1.S, fezf2.L, fezf1.L, fezf2.S","FEZF1, FEZF2",fez family zinc finger,Transcription
ENOG411CV8P,T,il22ra2.S,IL22RA2,"Interleukin 22 receptor, alpha 2",Signal Transduction
ENOG411CV8Q,S,"fstl5.L, fstl5.S, fstl4.S","FSTL5, FSTL4",Follistatin-like,Function Unknown
ENOG411CV8R,U,"Xelaev18016670m.g, Xelaev18019755m.g, pnpla2.L, Xelaev18016684m.g, pnpla2.S","PNPLA2, PNPLA3, PNPLA5",Patatin-like phospholipase domain containing,Intracellular trafficing and secretion
ENOG411CV8T,S,"MGC145303.L, MGC145303.S",PIANP,PILR alpha associated neural protein,Function Unknown
ENOG411CV8U,S,Xetrov90005779m.L,NA,chromosome X open reading frame 22,Function Unknown
ENOG411CV8V,K,"olig4.S, olig4.L",NA,oligodendrocyte transcription factor 4,Transcription
ENOG411CV8X,O,"Xelaev18044268m.g, smurf1.L, smurf1.S","SMURF2, SMURF1",SMAD specific E3 ubiquitin protein ligase,Post-translational modification
ENOG411CV8Y,S,"tmem64.S, tmem64.L",TMEM64,transmembrane protein 64,Function Unknown
ENOG411CV90,U,"rab5a.L, rab5c.L, rab5a.S","RAB5C, RAB5A",member RAS oncogene family,Intracellular trafficing and secretion
ENOG411CV91,S,iqcd.L,IQCD,IQ motif containing D,Function Unknown
ENOG411CV92,J,"kars.L, kars.S",KARS,lysyl-tRNA synthetase,Tranlsation
ENOG411CV93,U,"tmem204.L, tmem204.S",TMEM204,Transmembrane protein 204,Intracellular trafficing and secretion
ENOG411CV94,O,NA,QPCT,Glutaminyl-peptide cyclotransferase,Post-translational modification
ENOG411CV95,O,senp5.S,SENP5,SUMO1 sentrin specific peptidase 5,Post-translational modification
ENOG411CV97,S,lrrc14b.L,LRRC14B,leucine rich repeat containing 14B,Function Unknown
ENOG411CV98,S,nol11.S,NOL11,Nucleolar protein 11,Function Unknown
ENOG411CV99,T,"sema4g.S, sema4g.L",SEMA4G,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",Signal Transduction
ENOG411CV9A,B,"Xelaev18038127m.g, Xelaev18038126m.g, hdac10.L","HDAC6, HDAC10",Histone deacetylase,Chromatin Structure and dynamics
ENOG411CV9C,O,"ush1c.L, ush1c.S",NA,"Usher syndrome 1C (autosomal recessive, severe)",Post-translational modification
ENOG411CV9D,S,fastkd3.L,FASTKD3,FAST kinase domains 3,Function Unknown
ENOG411CV9E,T,xrra1.L,XRRA1,X-ray radiation resistance associated 1,Signal Transduction
ENOG411CV9G,S,"nipal2.L, nipal2.S",NIPAL2,NIPA-like domain containing 2,Function Unknown
ENOG411CV9H,T,"btg1.S, btg1.L",BTG1,"B-cell translocation gene 1, anti-proliferative",Signal Transduction
ENOG411CV9J,K,"pias4.L, pias4.S",PIAS4,protein inhibitor of activated STAT 4,Transcription
ENOG411CV9K,T,"Xelaev18020215m.g, loc100490031.L","OR1N2, OR1N1","olfactory receptor, family 1, subfamily N, member",Signal Transduction
ENOG411CV9M,S,rbm45.L,RBM45,RNA binding motif protein 45,Function Unknown
ENOG411CV9N,K,"Xelaev18032377m.g, loc733842.L",ZNF473,zinc finger protein 473,Transcription
ENOG411CV9P,A,dhx34.L,DHX34,DEAH (Asp-Glu-Ala-His) box polypeptide 34,RNA processing and modification
ENOG411CV9Q,U,"gosr2.S, gosr2.L",GOSR2,Golgi SNAP receptor complex member,Intracellular trafficing and secretion
ENOG411CV9R,K,"zbtb49.S, zbtb49.L",ZBTB49,zinc finger and BTB domain containing 49,Transcription
ENOG411CV9S,J,krr1.S,KRR1,Required for 40S ribosome biogenesis. Involved in nucleolar processing of pre-18S ribosomal RNA and ribosome assembly (By similarity),Tranlsation
ENOG411CV9T,T,"loc100498055.S, prkg2.L, loc100498055.L",PRKG2,"Protein kinase, cGMP-dependent, type II",Signal Transduction
ENOG411CV9U,K,"rorc.S, rorc.L",RORC,RAR-related orphan receptor C,Transcription
ENOG411CV9V,O,"gpx2.L, gpx2.S","GPX1, GPX2",Glutathione peroxidase,Post-translational modification
ENOG411CV9X,U,"loc100492888-like.S, loc100492888-like.L",EXPH5,exophilin 5,Intracellular trafficing and secretion
ENOG411CV9Y,C,"slc25a30.L, slc25a30.S","SLC25A14, SLC25A30",Solute carrier family 25,Energy production and conversion
ENOG411CV9Z,S,"c3orf52-like.L, c3orf52-like.S",TTMP,chromosome 3 open reading frame 52,Function Unknown
ENOG411CVA0,T,"nell1.S, nell2.S, nell2.L","NELL2, NELL1",NEL-like 2 (chicken),Signal Transduction
ENOG411CVA1,A,"Xelaev18004171m.g, Xelaev18000443m.g",SMG9,"smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)",RNA processing and modification
ENOG411CVA2,T,"gpr88.L, gpr88.S",GPR88,G protein-coupled receptor 88,Signal Transduction
ENOG411CVA3,K,myef2.S,MYEF2,Myelin expression factor 2,Transcription
ENOG411CVA4,S,"ccdc151.S, ccdc151.L",CCDC151,Coiled-coil domain containing 151,Function Unknown
ENOG411CVA5,P,"slc14a2.L, slc14a2.S","SLC14A1, SLC14A2","Solute carrier family 14 (Urea transporter), member",Inorganic ion transport and metabolism
ENOG411CVA6,S,"zdhhc3.L, zdhhc7.L, zdhhc7.S","ZDHHC3, ZDHHC7","Zinc finger, DHHC-type containing",Function Unknown
ENOG411CVA7,S,mum1.L,"PWWP3B, PWWP3A",Melanoma associated antigen (Mutated),Function Unknown
ENOG411CVA8,H,"fpgs.L, fpgs.S",FPGS,"Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis",Coenzyme metabolis
